time,ref,tau,err,theta_m,dtheta_m,ddtheta_m,tau_s,tau_m
0.085,0,-0.0336599115416567,0.0336599115416567,0.00226181616939556,0.0863271836487073,1.49449047013692,-0.0336599115416567,0
0.086,0,-0.033071602314736,0.033071602314736,0.00234891039051909,0.0877886975978998,1.46151394919251,-0.033071602314736,0
0.087,0,-0.0324825389926034,0.0324825389926034,0.00243745016979941,0.0892170961188496,1.42839852094972,-0.0324825389926034,0
0.088,0,-0.0318964185318336,0.0318964185318336,0.00252740240138743,0.0906124259462042,1.39532982735462,-0.0318964185318336,0
0.089,0,-0.0313169076787274,0.0313169076787274,0.00261873411851248,0.0919749183846622,1.36249243845805,-0.0313169076787274,0
0.09,0,-0.0307476248906197,0.0307476248906197,0.00271141267713896,0.0933049873293102,1.33006894464802,-0.0307476248906197,0
0.091,0,-0.0301921224945547,0.0301921224945547,0.00280540593719336,0.0946032263878469,1.29823905853661,-0.0301921224945547,0
0.092,0,-0.0296538691725468,0.0296538691725468,0.00290068244047007,0.0958704051188416,1.26717873099472,-0.0296538691725468,0
0.093,0,-0.029136232861014,0.029136232861014,0.00299721158434098,0.0971074644045964,1.23705928575483,-0.029136232861014,0
0.094,0,-0.0286424641498921,0.0286424641498921,0.00309496379041465,0.098315510981507,1.20804657691063,-0.0286424641498921,0
0.095,0,-0.028175680264435,0.028175680264435,0.00319391066731564,0.0994958111550336,1.18030017352652,-0.028175680264435,0
0.096,0,-0.0277388497097939,0.0277388497097939,0.00329402516678394,0.100649783730468,1.15397257543483,-0.0277388497097939,0
0.097,0,-0.0273347776551443,0.0273347776551443,0.00339528173232753,0.101778992194611,1.12920846414237,-0.0273347776551443,0
0.098,0,-0.0269660921304351,0.0269660921304351,0.00349765643969807,0.102885136187203,1.10614399259193,-0.0269660921304351,0
0.099,0,-0.026635231104764,0.026635231104764,0.00360112712850043,0.103970042304533,1.08490611733032,-0.026635231104764,0
0.1,0,-0.0263444305109742,0.0263444305109742,0.00370567352429076,0.105035654280955,1.06561197642219,-0.0263444305109742,0
0.101,0,-0.0260957132763367,0.0260957132763367,0.00381127735056538,0.106084022597175,1.04836831621979,-0.0260957132763367,0
0.102,0,-0.0258908794141467,0.0258908794141467,0.0039179224300926,0.10711729356703,1.0332709698551,-0.0258908794141467,0
0.103,0,-0.0257314972257582,0.0257314972257582,0.00402559477509319,0.108137697957091,1.02040439006121,-0.0257314972257582,0
0.104,0,-0.0256188956570313,0.0256188956570313,0.00413428266583035,0.10914753919575,1.00984123865887,-0.0256188956570313,0
0.105,0,-0.0255541578473875,0.0255541578473875,0.00424397671722786,0.110149181230511,1.0016420347604,-0.0255541578473875,0
0.106,0,-0.0255381159037121,0.0255381159037121,0.00435466993319476,0.11114503609396,0.995854863449538,-0.0255381159037121,0
0.107,0,-0.0255713469252142,0.0255713469252142,0.00446635774839604,0.112137551240354,0.992515146393632,-0.0255713469252142,0
0.108,0,-0.0256541702991019,0.0256541702991019,0.00457903805727151,0.113129196715888,0.99164547553468,-0.0256541702991019,0
0.109,0,-0.0257866462805813,0.0257866462805813,0.00469271123016831,0.114122452226579,0.993255510690474,-0.0257866462805813,0
0.11,0,-0.0259685758642589,0.0259685758642589,0.00480738011651698,0.115119794168157,0.997341941577841,-0.0259685758642589,0
